,C12:0,C12:0,C14:0,C14:0,C14:1w5,C14:1w5,C15:0,C15:0,C16:0,C16:0,C16:1w7c,C16:1w7c,C16:2w6,C16:2w6,C16:2w6,C16:2w6,C17:0,C17:0,C16:3n4,C16:3n4,C16:3n3,C16:3n3,C16:4n3,C16:4n3,C16:4w1,C16:4w1,C18:0,C18:0,C18:1w9c,C18:1w9c,C18:1w7c,C18:1w7c,C18:1n,C18:1n,C18:2w6c,C18:2w6c,C18:3w6,C18:3w6,C19:0,C19:0,C18:3w3,C18:3w3,C18:4w3,C18:4w3,C18:5w3,C18:5w3,C20:0,C20:0,C20:4w6,C20:4w6,C20:4w3,C20:4w3,C20:5w3,C20:5w3,C22:0,C22:0,C22:5w3,C22:5w3,C22:6w3,C22:6w3
data filename,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc
,C12:0,C12:0,C14:0,C14:0,C14:1w5,C14:1w5,C15:0,C15:0,C16:0,C16:0,C16:1w7c,C16:1w7c,C16:2w6,C16:2w6,C16:2w6,C16:2w6,C17:0,C17:0,C16:3n4,C16:3n4,C16:3n3,C16:3n3,C16:4n3,C16:4n3,C16:4w1,C16:4w1,C18:0,C18:0,C18:1w9c,C18:1w9c,C18:1w7c,C18:1w7c,C18:1n,C18:1n,C18:2w6c,C18:2w6c,C18:3w6,C18:3w6,C19:0,C19:0,C18:3w3,C18:3w3,C18:4w3,C18:4w3,,,C20:0,C20:0,C20:4w6,C20:4w6,C20:4w3,C20:4w3,C20:5w3,C20:5w3,C22:0,C22:0,C22:5w3,C22:5w3,C22:6w3,C22:6w3
batch 14,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,,,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc
ASMI_XXF0832_0226_5132021_15.qgd,"19,415",0.31,"7,044,729",18.9,"8,643",0.18,"196,968",0.92,"7,769,210",21.78,"275,037",2.26,"10,555",0.06,"177,644",1.06,"84,483",0.58,"23,969",0.13,-----,-----,-----,-----,"88,053",0.47,"315,469",1.39,"6,585,104",50.75,"37,485",0.5,-----,-----,"1,773,096",11.26,"139,174",1.36,"9,244,895",23.48,"2,600,874",14.1,"4,355,673",23.3,,,"74,254",0.85,"3,466,335",22.74,"377,764",2.29,"6,440,627",39.55,"141,636",0.64,"4,366",0.55,-----,-----
BACA_12F1116_0264_5132021_9.qgd,"14,341",0.3,"920,999",2.81,"1,470",0.13,"86,470",0.62,"4,782,906",13.65,"270,245",2.22,"5,604",0.03,"39,251",0.23,"46,690",0.47,"70,018",0.37,-----,-----,-----,-----,"75,321",0.4,"575,881",2.13,"169,480",1.85,"104,994",0.93,-----,-----,"51,336",0.95,"10,103",0.5,"9,302,110",23.63,"41,047",0.41,"62,817",0.34,,,"11,001",0.68,"690,896",5.09,"12,501",0.08,"3,427,458",21.29,"4,995",0.21,"28,351",0.77,"248,285",3.39
CORA_12F1201_0270_5132021_12.qgd,"278,405",1.01,"492,084",1.68,-----,-----,"55,441",0.54,"5,081,038",14.46,"26,488",0.34,-----,-----,"2,507",0.02,"20,918",0.4,"2,247",0.01,-----,-----,-----,-----,"7,963",0.04,"202,699",1.07,"141,949",1.64,"157,744",1.26,-----,-----,"115,410",1.34,"65,441",0.87,"8,952,646",22.75,"3,092",0.2,-----,-----,,,"5,177",0.66,"1,766,195",11.92,-----,-----,"4,393,504",27.14,"6,099",0.21,"6,979",0.57,-----,-----
DEAN_11F1052_0228_5132021_16.qgd,"13,528",0.3,"5,961,203",16.05,"30,130",0.32,"122,087",0.72,"10,104,508",28.15,"934,999",7.35,"6,168",0.04,"218,575",1.31,"41,119",0.46,"16,086",0.09,-----,-----,-----,-----,"15,920",0.09,"1,268,451",4.09,"4,402,997",34.12,"8,866",0.31,"39,290",0.25,"2,268,203",14.22,"204,329",1.8,"9,052,262",23,"1,366,232",7.49,"2,897,067",15.49,,,"739,452",2.72,"3,920,794",25.63,"160,330",0.97,"5,465,539",33.64,"5,817",0.21,-----,-----,-----,-----
DEAP_12F1144_0266_5132021_10.qgd,"10,254",0.29,"3,358,221",9.21,"3,484",0.14,"83,589",0.62,"7,223,361",20.3,"872,474",6.87,"30,077",0.18,"395,511",2.37,"47,429",0.48,"420,104",2.25,-----,-----,-----,-----,"823,488",4.4,"586,981",2.16,"1,916,810",15.17,"60,723",0.64,"51,476",0.33,"1,040,757",6.87,"119,812",1.24,"10,105,749",25.64,"2,020,491",10.99,"2,935,594",15.7,,,"427,292",1.84,"4,382,581",28.56,"298,239",1.81,"6,284,067",38.6,"13,300",0.24,"20,751",0.7,"21,966",1.27
GISK_12F1159_0230_5132021_17.qgd,"14,648",0.3,"109,542",0.67,-----,-----,"26,540",0.47,"1,671,919",5.17,"58,708",0.59,-----,-----,"4,104",0.02,"8,723",0.37,"6,109",0.03,-----,-----,-----,-----,"9,640",0.05,"273,893",1.27,"101,083",1.33,"16,650",0.36,-----,-----,"7,364",0.69,"4,114",0.46,"8,088,358",20.59,"2,974",0.2,"3,122",0.02,,,"6,677",0.66,"391,265",3.18,-----,-----,"857,022",5.71,-----,-----,764,0.51,-----,-----
GISK_14F1293_0271_5132021_13.qgd,"6,527",0.28,"67,334",0.56,-----,-----,"22,402",0.45,"1,251,637",4.02,"25,449",0.33,-----,-----,-----,-----,"8,937",0.37,-----,-----,-----,-----,-----,-----,-----,-----,"133,701",0.88,"98,031",1.31,"10,145",0.32,-----,-----,"6,376",0.68,-----,-----,"8,858,289",22.52,-----,-----,-----,-----,,,"4,179",0.66,"381,374",3.12,-----,-----,"624,551",4.31,-----,-----,-----,-----,-----,-----
HYSP_10F0854_0268_5132021_11.qgd,"10,646",0.29,"400,536",1.44,-----,-----,"79,448",0.61,"6,562,897",18.5,"90,623",0.83,-----,-----,"5,652",0.03,"29,727",0.43,"11,650",0.06,-----,-----,-----,-----,"6,540",0.03,"253,648",1.22,"191,853",2.02,"130,561",1.09,-----,-----,"395,594",3.01,"12,780",0.52,"9,217,741",23.42,"10,140",0.24,"4,298",0.02,,,"6,019",0.66,"1,442,448",9.86,-----,-----,"3,015,772",18.8,-----,-----,"4,128",0.54,"4,776",1.11
TRAN_15F1500_0262_5132021_8.qgd,"23,523",0.32,"588,513",1.93,-----,-----,"90,820",0.64,"9,415,892",26.27,"42,739",0.47,-----,-----,"3,105",0.02,"38,463",0.45,"3,434",0.02,392,0,-----,-----,-----,-----,"301,327",1.35,"87,809",1.23,"24,195",0.41,-----,-----,"31,084",0.83,"10,176",0.5,"7,564,820",19.28,"8,751",0.23,"2,197",0.01,,,"4,864",0.66,"6,910,833",44.64,"2,511",0.02,"902,947",5.99,"2,026",0.2,"1,015",0.51,"9,112",1.15
Average,"43,476",0.38,"2,104,796",5.92,"10,932",0.19,"84,863",0.62,"5,984,819",16.92,"288,529",2.36,"13,101",0.08,"94,055",0.56,"36,277",0.45,"69,202",0.37,-----,-----,-----,-----,"146,704",0.78,"434,672",1.73,"1,521,680",12.16,"61,263",0.65,"45,383",0.29,"632,136",4.43,"70,741",0.91,"8,931,874",22.7,"756,700",4.23,"1,465,824",7.84,,,"142,102",1.04,"2,594,747",17.19,"170,269",1.03,"3,490,165",21.67,"28,979",0.28,"8,301",0.58,"71,035",1.73
%RSD,202.963982,62.833195,128.128837,119.787592,120.296143,45.559557,62.061745,22.647013,51.858949,49.981207,125.544899,118.340436,88.021291,89.628671,149.300212,149.697394,64.429766,14.593324,207.331797,207.704065,-----,-----,-----,-----,204.750982,205.069926,80.245971,57.128733,157.064974,149.834836,91.816523,55.562611,18.986852,19.506394,136.415791,116.571683,107.003452,55.889527,8.203836,8.078936,142.461128,136.234193,127.465921,127.463554,,,185.089323,70.676747,85.892211,82.43262,98.521678,98.177005,66.655875,65.054148,190.882907,61.207708,126.304347,16.889224,166.667812,64.089772
Maximum,"278,405",1.01,"7,044,729",18.9,"30,130",0.32,"196,968",0.92,"10,104,508",28.15,"934,999",7.35,"30,077",0.18,"395,511",2.37,"84,483",0.58,"420,104",2.25,392,0,-----,-----,"823,488",4.4,"1,268,451",4.09,"6,585,104",50.75,"157,744",1.26,"51,476",0.33,"2,268,203",14.22,"204,329",1.8,"10,105,749",25.64,"2,600,874",14.1,"4,355,673",23.3,,,"739,452",2.72,"6,910,833",44.64,"377,764",2.29,"6,440,627",39.55,"141,636",0.64,"28,351",0.77,"248,285",3.39
Minimum,"6,527",0.28,"67,334",0.56,"1,470",0.13,"22,402",0.45,"1,251,637",4.02,"25,449",0.33,"5,604",0.03,142,0,"8,723",0.37,"2,247",0.01,392,0,-----,-----,"6,540",0.03,"133,701",0.88,"87,809",1.23,"8,866",0.31,"39,290",0.25,"6,376",0.68,"4,114",0.46,"7,564,820",19.28,"2,974",0.2,"2,197",0.01,,,"4,179",0.66,"381,374",3.12,"2,511",0.02,"624,551",4.31,"2,026",0.2,56,0.51,"4,776",1.11
Std. Dev.,"88,241.30",0.23737,"2,696,850.22",7.087433,"13,150.47",0.087702,"52,667.32",0.140663,"3,103,664.05",8.457931,"362,233.58",2.795464,"11,531.67",0.069462,"140,423.65",0.841632,"23,372.90",0.065021,"143,478.01",0.768505,-----,-----,-----,-----,"300,377.00",1.605405,"348,806.94",0.987692,"2,390,025.59",18.216586,"56,249.15",0.359305,"8,616.80",0.056569,"862,332.72",5.161535,"75,695.45",0.506499,"732,756.33",1.834008,"1,078,003.54",5.766112,"1,868,426.06",9.993143,,,"263,015.01",0.737394,"2,228,685.38",14.172915,"167,751.88",1.01515,"2,326,400.16",14.097234,"55,315.64",0.174442,"10,484.84",0.09838,"118,392.06",1.108753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C12:0,C12:0,C14:0,C14:0,C14:1w5,C14:1w5,C15:0,C15:0,C16:0,C16:0,C16:1w7c,C16:1w7c,C16:2w6,C16:2w6,C16:2w6,C16:2w6,C17:0,C17:0,C16:3n4,C16:3n4,C16:3n3,C16:3n3,C16:4n3,C16:4n3,C16:4w1,C16:4w1,C18:0,C18:0,C18:1w9c,C18:1w9c,C18:1w7c,C18:1w7c,C18:1n,C18:1n,C18:2w6c,C18:2w6c,C18:3w6,C18:3w6,C19:0,C19:0,C18:3w3,C18:3w3,C18:4w3,C18:4w3,,,C20:0,C20:0,C20:4w6,C20:4w6,C20:4w3,C20:4w3,C20:5w3,C20:5w3,C22:0,C22:0,C22:5w3,C22:5w3,C22:6w3,C22:6w3
batch 15,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,,,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc,area,conc
ASCR_14F1382_0263_5142021_25.qgd,"15,292",0.18,"709,413",2.57,-----,-----,"87,945",0.54,"4,071,870",14.75,"247,995",2.63,"2,534",0.02,"9,118",0.07,"21,246",0.3,"1,682",0.01,-----,-----,-----,-----,-----,-----,"148,529",0.95,"149,752",1.81,"22,210",0.37,-----,-----,"17,687",0.53,-----,-----,"9,099,378",33.62,"8,410",0.22,769,0.01,,,"6,631",0.52,"3,849,701",29.98,-----,-----,"1,536,746",12.23,"6,350",0.15,-----,-----,-----,-----
ASMI_XXF0833_0237_5142021_33.qgd,"31,191",0.24,"10,453,814",34.59,"14,918",0.2,"245,183",1.09,"10,386,063",36.93,"249,168",2.64,"11,972",0.09,"203,833",1.56,"121,299",0.72,"22,081",0.16,-----,-----,"6,186",0.04,"40,575",0.29,"295,276",1.51,"9,835,586",91.47,"38,741",0.5,-----,-----,"3,022,287",23.58,"295,033",2.87,"9,044,925",33.42,"3,991,156",29.02,"5,312,053",38.41,,,"109,345",0.9,"5,271,889",40.81,"439,737",3.35,"9,056,946",69.55,"196,976",1.04,"5,471",0.63,-----,-----
CORA_12F1200_0254_5142021_18.qgd,"299,048",1.12,"448,500",1.71,570,0.07,"55,642",0.42,"5,488,955",19.73,"17,031",0.26,-----,-----,"1,175",0.01,"20,972",0.3,"1,727",0.01,-----,-----,-----,-----,-----,-----,"140,175",0.92,"110,030",1.44,"135,194",1.27,-----,-----,"83,619",1.04,"25,003",0.59,"8,082,120",29.88,"3,174",0.18,-----,-----,,,"4,016",0.51,"2,680,999",21.08,-----,-----,"4,248,251",32.9,"14,458",0.19,"7,607",0.66,-----,-----
CYJA_14F1349_0189_5142021_22.qgd,"4,138",0.15,"976,591",3.44,-----,-----,"60,686",0.44,"5,975,638",21.44,"250,332",2.65,"1,342",0.01,"35,330",0.27,"49,308",0.42,-----,-----,-----,-----,-----,-----,-----,-----,"239,408",1.3,"1,054,784",10.19,"3,446",0.22,"13,106",0.1,"900,167",7.3,"49,630",0.79,"8,518,828",31.49,"1,730,037",12.67,"1,021,280",7.38,,,"172,687",1.13,"3,930,341",30.59,-----,-----,"2,117,231",16.65,"93,602",0.56,"51,234",1.16,-----,-----
CYOB_12F1164_0265_5142021_13.qgd,"10,505",0.17,"178,320",0.82,958,0.07,"140,505",0.72,"7,471,408",26.7,"277,963",2.93,"7,604",0.06,"22,336",0.17,"27,007",0.33,"36,705",0.27,-----,-----,"25,079",0.18,"40,477",0.29,"209,743",1.19,"356,576",3.72,"202,635",1.81,"18,786",0.15,"40,290",0.71,"134,883",1.51,"9,171,539",33.88,"21,537",0.32,"80,784",0.58,,,"26,414",0.59,"985,568",8.17,-----,-----,"2,270,228",17.82,"2,481",0.13,"3,925",0.62,"8,863",1.32
CYOB_12F1193_0250_5142021_16.qgd,"6,746",0.16,"132,682",0.67,-----,-----,"152,893",0.77,"7,664,090",27.37,"183,093",1.96,"5,822",0.04,"12,283",0.09,"25,627",0.32,"16,713",0.12,-----,-----,764,0.01,"19,851",0.14,"155,938",0.98,"372,929",3.88,"205,063",1.83,"19,107",0.15,"36,162",0.67,"106,722",1.28,"8,209,494",30.35,"6,597",0.21,"35,654",0.26,,,"23,641",0.58,"967,215",8.03,372,0,"2,486,306",19.47,"2,341",0.13,"2,251",0.6,"5,051",1.27
DEAN_12F1175_0267_5142021_14.qgd,"5,634",0.15,"2,177,027",7.39,"4,379",0.1,"35,304",0.35,"2,329,254",8.63,"77,950",0.89,-----,-----,"30,779",0.24,"12,406",0.27,"6,128",0.04,-----,-----,-----,-----,"9,895",0.07,"247,936",1.33,"826,649",8.08,"3,689",0.22,"33,473",0.27,"325,567",2.89,"31,140",0.64,"9,173,376",33.89,"663,705",4.96,"1,427,957",10.33,,,"140,219",1.01,"3,129,117",24.49,"51,598",0.39,"2,213,419",17.39,"2,773",0.13,-----,-----,-----,-----
DEAN_12F1199_0241_5142021_17.qgd,"8,658",0.16,"3,366,515",11.3,"8,201",0.14,"51,171",0.41,"3,329,763",12.15,"283,926",2.99,"6,783",0.05,"153,972",1.18,"21,329",0.3,"53,982",0.39,-----,-----,-----,-----,"79,878",0.58,"366,106",1.78,"1,006,664",9.74,"18,372",0.34,"22,780",0.18,"639,376",5.3,"89,057",1.13,"8,062,696",29.81,"1,549,336",11.37,"4,241,745",30.67,,,"193,276",1.21,"3,466,916",27.07,"107,370",0.82,"4,387,090",33.96,"4,222",0.14,"1,998",0.59,-----,-----
DEAP_08F0624_0190_5142021_8.qgd,"9,598",0.16,"3,094,085",10.4,"3,171",0.09,"65,906",0.46,"7,223,743",25.83,"1,316,274",13.55,"24,037",0.18,"234,640",1.8,"37,934",0.37,"306,383",2.22,-----,-----,-----,-----,"430,032",3.11,"487,406",2.24,"1,867,051",17.71,"12,943",0.3,"50,186",0.4,"1,471,561",11.69,"173,243",1.84,"11,068,116",40.84,"3,099,609",22.58,"4,834,723",34.96,,,"462,730",2.2,"6,188,949",47.79,"352,997",2.69,"6,922,126",53.28,"11,694",0.18,"1,450",0.59,"23,254",1.49
DEAP_09F0728_0269_5142021_9.qgd,"11,095",0.17,"3,534,116",11.85,"5,978",0.12,"77,772",0.5,"7,487,702",26.75,"1,282,955",13.21,"26,436",0.2,"233,004",1.79,"34,018",0.36,"300,260",2.17,-----,-----,-----,-----,"647,538",4.68,"753,233",3.26,"1,807,213",17.15,"45,342",0.56,"35,458",0.28,"1,195,280",9.57,"90,272",1.14,"9,327,380",34.45,"1,911,773",13.99,"2,485,073",17.97,,,"529,278",2.44,"4,692,737",36.4,"277,419",2.11,"5,319,503",41.06,"16,223",0.2,"1,807",0.59,"49,387",1.79
DEAP_14F1390_0252_5142021_27.qgd,"3,274",0.14,"767,073",2.76,"14,639",0.19,"35,608",0.35,"2,659,514",9.79,"725,080",7.5,"38,466",0.3,"71,476",0.55,"15,922",0.28,"76,992",0.56,-----,-----,-----,-----,"313,110",2.26,"270,719",1.42,"465,348",4.73,"21,410",0.36,"22,116",0.18,"120,128",1.32,"25,394",0.59,"7,177,400",26.56,"678,613",5.07,"960,259",6.94,,,"237,168",1.37,"2,044,899",16.24,"52,235",0.4,"1,612,942",12.81,"5,681",0.15,"571,000",7.17,-----,-----
DEPU_15F1405_0239_5142021_29.qgd,"352,652",1.29,"1,424,979",4.92,-----,-----,"131,003",0.69,"6,438,481",23.07,"220,412",2.34,-----,-----,"19,194",0.15,"30,960",0.34,"13,628",0.1,-----,-----,-----,-----,"8,925",0.06,"351,577",1.73,"376,361",3.91,"151,034",1.4,-----,-----,"309,280",2.77,"12,320",0.48,"7,602,762",28.12,"10,772",0.24,"3,642",0.03,,,"6,268",0.52,"1,230,313",10.04,-----,-----,"4,322,477",33.46,-----,-----,"2,976",0.6,"8,334",1.31
GECO_12F1098_0256_5142021_11.qgd,"14,750",0.18,"393,638",1.53,-----,-----,"30,309",0.33,"3,454,736",12.59,"272,649",2.88,"4,037",0.03,"17,350",0.13,"5,133",0.24,"27,758",0.2,-----,-----,-----,-----,"16,674",0.12,"177,118",1.06,"90,718",1.26,"74,968",0.79,"1,004",0.01,"102,583",1.18,"7,261",0.44,"8,042,450",29.74,"36,398",0.42,"23,318",0.17,,,"4,806",0.52,"1,682,386",13.48,-----,-----,"1,653,843",13.12,-----,-----,"11,734",0.71,"12,811",1.36
HYSP_14F1393_0243_5142021_28.qgd,"9,556",0.16,"395,379",1.53,-----,-----,"93,782",0.56,"6,898,705",24.68,"32,378",0.42,-----,-----,"2,082",0.02,"30,805",0.34,"2,940",0.02,-----,-----,-----,-----,"2,240",0.02,"279,954",1.45,"246,164",2.7,"95,181",0.95,-----,-----,"347,242",3.06,"17,021",0.52,"7,607,955",28.14,"9,194",0.23,"2,771",0.02,,,"7,164",0.52,"1,109,520",9.12,-----,-----,"3,877,691",30.07,-----,-----,"3,041",0.61,-----,-----
MYSM_14F1291_0232_5142021_19.qgd,"14,053",0.18,"375,229",1.47,"5,643",0.11,"48,307",0.4,"6,725,482",24.08,"34,825",0.45,-----,-----,"1,923",0.01,"14,962",0.28,"6,178",0.04,-----,-----,-----,-----,-----,-----,"317,814",1.6,"90,825",1.26,"516,275",4.31,-----,-----,"151,865",1.56,"23,923",0.58,"6,778,246",25.1,"6,950",0.21,"4,143",0.03,,,"7,034",0.52,"1,972,169",15.69,-----,-----,"5,384,621",41.56,"7,486",0.16,"9,157",0.68,-----,-----
PADE_12F1179_0208_5142021_15.qgd,"8,521",0.16,"2,195,618",7.45,-----,-----,"146,399",0.74,"4,237,896",15.34,"295,221",3.11,-----,-----,"24,750",0.19,"13,643",0.27,"17,924",0.13,-----,-----,-----,-----,"69,537",0.5,"187,766",1.1,"370,723",3.86,"230,880",2.03,-----,-----,"16,728",0.53,-----,-----,"10,006,917",36.95,"9,499",0.23,"49,893",0.36,,,"8,342",0.53,"76,417",1.25,-----,-----,"8,955,492",68.78,"20,565",0.22,"10,673",0.69,-----,-----
PAOR_14F1318_0245_5142021_21.qgd,"9,743",0.17,"58,221",0.43,-----,-----,"14,694",0.28,"1,363,873",5.24,"43,981",0.54,-----,-----,"1,738",0.01,"8,204",0.25,-----,-----,-----,-----,-----,-----,-----,-----,"153,673",0.97,"69,625",1.07,"4,849",0.23,-----,-----,"10,891",0.48,-----,-----,"7,252,023",26.83,"3,014",0.18,-----,-----,,,"3,706",0.51,"256,479",2.62,-----,-----,"856,450",7.04,-----,-----,-----,-----,-----,-----
PAOR_14F1387_0258_5142021_26.qgd,"14,097",0.18,"118,845",0.62,-----,-----,"40,824",0.37,"3,026,872",11.08,"100,078",1.11,-----,-----,"1,548",0.01,"15,901",0.28,-----,-----,-----,-----,-----,-----,-----,-----,"165,998",1.02,"192,494",2.21,"16,863",0.33,-----,-----,"21,003",0.56,-----,-----,"8,276,640",30.6,"4,074",0.19,-----,-----,,,"4,103",0.51,"674,819",5.81,-----,-----,"2,065,986",16.26,"2,201",0.13,-----,-----,-----,-----
PIPL_11F1059_0260_5142021_10.qgd,"41,651",0.27,"544,402",2.02,-----,-----,"123,349",0.66,"8,657,250",30.86,"433,583",4.52,"10,720",0.08,"42,194",0.32,"21,126",0.3,"147,996",1.07,-----,-----,-----,-----,"93,993",0.68,"360,630",1.76,"465,492",4.73,"1,272,467",10.34,-----,-----,"93,567",1.11,"26,241",0.6,"8,629,943",31.89,"25,913",0.35,"32,233",0.23,,,"11,404",0.54,"1,082,614",8.91,-----,-----,"3,797,721",29.46,"5,726",0.15,"27,645",0.89,"35,523",1.63
POPL_15F1418_0234_5142021_30.qgd,"9,022",0.16,"37,400",0.36,"1,210",0.08,"14,014",0.28,"3,148,271",11.51,"29,991",0.4,-----,-----,"1,442",0.01,"5,623",0.24,-----,-----,-----,-----,-----,-----,-----,-----,"303,135",1.54,"52,581",0.91,"53,149",0.62,-----,-----,"153,050",1.57,"7,111",0.43,"7,671,590",28.38,"6,770",0.21,"3,704",0.03,,,"6,170",0.52,"319,473",3.1,"9,073",0.07,"3,367,778",26.19,-----,-----,"5,618",0.64,-----,-----
POPL_15F1421_0209_5142021_31.qgd,"6,072",0.15,"31,638",0.34,-----,-----,"14,234",0.28,"6,534,959",23.41,"257,498",2.72,-----,-----,"1,660",0.01,"6,659",0.24,-----,-----,-----,-----,-----,-----,-----,-----,"205,766",1.17,"118,495",1.52,"115,320",1.11,-----,-----,"386,817",3.36,"19,459",0.54,"8,930,516",33,"15,557",0.27,"10,602",0.08,,,"3,562",0.51,"660,835",5.7,"57,036",0.43,"7,674,972",59.02,-----,-----,"18,496",0.78,-----,-----
SYAU_14F1357_0247_5142021_23.qgd,"8,528",0.16,"1,437,213",4.96,-----,-----,"71,781",0.48,"4,203,653",15.22,"751,375",7.77,"20,598",0.16,"132,727",1.02,"50,565",0.43,"333,714",2.41,-----,-----,-----,-----,"137,473",0.99,"439,990",2.06,"465,746",4.74,"84,092",0.86,"7,317",0.06,"532,390",4.48,"65,481",0.93,"8,166,969",30.19,"1,818,732",13.31,"2,398,066",17.34,,,"36,034",0.63,"2,005,014",15.94,"320,102",2.44,"3,055,140",23.8,"10,255",0.17,"24,419",0.85,"320,933",4.93
SYAU_14F1358_0261_5142021_24.qgd,"9,603",0.16,"2,630,636",8.88,-----,-----,"177,175",0.85,"6,289,663",22.54,"705,580",7.3,"25,284",0.19,"151,998",1.17,"115,189",0.69,"290,193",2.1,-----,-----,-----,-----,"137,705",1,"809,865",3.47,"747,627",7.34,"145,164",1.35,"10,412",0.08,"1,207,311",9.66,"152,579",1.66,"9,237,015",34.12,"3,237,284",23.57,"4,764,052",34.45,,,"54,138",0.7,"3,676,806",28.66,"662,514",5.05,"4,668,935",36.1,"16,276",0.2,"49,612",1.14,"275,547",4.4
TRAN_12F1100_0236_5142021_12.qgd,"19,115",0.2,"462,319",1.75,"3,792",0.1,"78,612",0.5,"7,715,125",27.55,"59,077",0.69,-----,-----,"1,963",0.02,"33,339",0.35,"2,788",0.02,-----,-----,-----,-----,-----,-----,"461,883",2.15,"136,027",1.68,"17,288",0.33,-----,-----,"42,144",0.72,-----,-----,"8,125,129",30.04,"8,760",0.23,787,0.01,,,"6,896",0.52,"4,714,508",36.56,-----,-----,"1,602,809",12.73,-----,-----,-----,-----,-----,-----
Average,"38,439",0.26,"1,497,652",5.16,"5,769",0.12,"83,046",0.52,"5,532,624",19.89,"339,517",3.56,"14,280",0.11,"58,688",0.45,"30,799",0.34,"75,754",0.55,-----,-----,"10,676",0.08,"128,019",0.92,"313,735",1.58,"886,478",8.63,"145,274",1.35,"21,250",0.17,"467,791",3.98,"71,146",0.98,"8,469,309",31.3,"785,703",5.84,"1,318,738",9.54,,,"86,043",0.81,"2,361,237",18.65,"211,859",1.61,"3,893,946",30.2,"24,665",0.24,"40,516",1.04,"82,189",2.17
%RSD,232.242687,113.359324,147.805956,141.076076,86.999775,38.611591,70.399282,39.591623,41.552389,40.610673,107.558008,104.858548,80.598468,81.934592,134.721841,134.883103,96.311836,35.927009,154.479087,154.743028,-----,-----,119.55688,118.353544,142.914924,143.111899,56.151851,42.452661,222.379984,211.465,182.759661,156.6842,66.388256,66.566001,147.846418,133.145894,105.288406,64.767433,11.376859,11.29859,155.791897,151.497086,143.580409,143.56795,,,167.485381,65.187222,74.477121,71.803353,101.548623,101.639574,60.187134,59.162986,199.711482,96.996706,310.399313,139.956727,150.687197,66.116492
Maximum,"352,652",1.29,"10,453,814",34.59,"14,918",0.2,"245,183",1.09,"10,386,063",36.93,"1,316,274",13.55,"38,466",0.3,"234,640",1.8,"121,299",0.72,"333,714",2.41,-----,-----,"25,079",0.18,"647,538",4.68,"809,865",3.47,"9,835,586",91.47,"1,272,467",10.34,"50,186",0.4,"3,022,287",23.58,"295,033",2.87,"11,068,116",40.84,"3,991,156",29.02,"5,312,053",38.41,,,"529,278",2.44,"6,188,949",47.79,"662,514",5.05,"9,056,946",69.55,"196,976",1.04,"571,000",7.17,"320,933",4.93
Minimum,"3,274",0.14,"31,638",0.34,570,0.07,"14,014",0.28,"1,363,873",5.24,"17,031",0.26,"1,342",0.01,"1,175",0.01,"5,133",0.24,238,0,-----,-----,764,0.01,394,0,"140,175",0.92,"52,581",0.91,"3,446",0.22,"1,004",0.01,"10,891",0.48,"7,111",0.43,"6,778,246",25.1,"3,014",0.18,769,0.01,,,"3,562",0.51,"76,417",1.25,372,0,"856,450",7.04,"2,201",0.13,205,0.57,"5,051",1.27
Std. Dev.,"89,272.35",0.29379,"2,213,619.16",7.274823,"5,019.02",0.044579,"58,463.61",0.205711,"2,298,937.26",8.075432,"365,178.04",3.733838,"11,509.15",0.088868,"79,065.72",0.606974,"29,663.12",0.12305,"117,024.09",0.846866,-----,-----,"12,764.29",0.090738,"182,957.63",1.322891,"176,167.96",0.67146,"1,971,348.53",18.248548,"265,502.19",2.117195,"14,107.20",0.112557,"691,612.91",5.305864,"74,908.43",0.632676,"963,541.26",3.536882,"1,224,061.09",8.851848,"1,893,450.10",13.690913,,,"144,109.45",0.529918,"1,758,581.21",13.389231,"215,140.27",1.640093,"2,343,654.46",17.865003,"49,259.42",0.229939,"125,761.23",1.453451,"123,848.64",1.432524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
